geoname_id,locale_code,continent_code,continent_name,country_iso_code,country_name,subdivision_1_iso_code,subdivision_1_name,subdivision_2_iso_code,subdivision_2_name,city_name,metro_code,time_zone,subdivision_hasc_code
3482927,en,NA,North America,MX,Mexico,TAM,Tamaulipas,,,Guadalupe Victoria,,America/Monterrey,TM
3482935,en,NA,North America,MX,Mexico,TAM,Tamaulipas,,,Graciano Sanchez,,America/Monterrey,TM
3483063,en,NA,North America,MX,Mexico,TAM,Tamaulipas,,,Xicotencatl,,America/Monterrey,TM
3483197,en,NA,North America,MX,Mexico,TAM,Tamaulipas,,,San Fernando,,America/Monterrey,TM
3483393,en,NA,North America,MX,Mexico,TAM,Tamaulipas,,,Ciudad Gustavo Diaz Ordaz,,America/Monterrey,TM
3483506,en,NA,North America,MX,Mexico,SLP,San Luis Potosí,,,Matlapa,,America/Mexico_City,SL
3483849,en,NA,North America,MX,Mexico,SLP,San Luis Potosí,,,Ciudad Valles,,America/Mexico_City,SL
3513966,en,NA,North America,MX,Mexico,MEX,México,,,Zumpango,,America/Mexico_City,EM
3513967,en,NA,North America,MX,Mexico,GRO,Guerrero,,,Zumpango del Rio,,America/Mexico_City,GR
3514008,en,NA,North America,MX,Mexico,VER,Veracruz,,,Zongolica,,America/Mexico_City,VE
3514031,en,NA,North America,MX,Mexico,HID,Hidalgo,,,Zimapan,,America/Mexico_City,HG
3514043,en,NA,North America,MX,Mexico,HID,Hidalgo,,,Zempoala,,America/Mexico_City,HG
3514051,en,NA,North America,MX,Mexico,PUE,Puebla,,,Zaragoza,,America/Mexico_City,PU
3514060,en,NA,North America,MX,Mexico,HID,Hidalgo,,,Zapotlan de Juarez,,America/Mexico_City,HG
3514063,en,NA,North America,MX,Mexico,PUE,Puebla,,,Zapotitlan,,America/Mexico_City,PU
3514134,en,NA,North America,MX,Mexico,HID,Hidalgo,,,Zacualtipan,,America/Mexico_City,HG
3514148,en,NA,North America,MX,Mexico,PUE,Puebla,,,Zacatlan,,America/Mexico_City,PU
3514163,en,NA,North America,MX,Mexico,MOR,Morelos,,,Zacatepec,,America/Mexico_City,MO
3514179,en,NA,North America,MX,Mexico,PUE,Puebla,,,Zacapoaxtla,,America/Mexico_City,PU
3514268,en,NA,North America,MX,Mexico,PUE,Puebla,,,San Pedro Yeloixtlahuacan,,America/Mexico_City,PU
3514278,en,NA,North America,MX,Mexico,MOR,Morelos,,,Yecapixtla,,America/Mexico_City,MO
3514321,en,NA,North America,MX,Mexico,MOR,Morelos,,,Yautepec,,America/Mexico_City,MO
3514326,en,NA,North America,MX,Mexico,PUE,Puebla,,,Yaonahuac,,America/Mexico_City,PU
3514349,en,NA,North America,MX,Mexico,CHP,Chiapas,,,Yajalon,,America/Mexico_City,CS
3514398,en,NA,North America,MX,Mexico,MOR,Morelos,,,Xoxocotla,,America/Mexico_City,MO
3514437,en,NA,North America,MX,Mexico,MOR,Morelos,,,Xochitepec,,America/Mexico_City,MO
3514450,en,NA,North America,MX,Mexico,CMX,Mexico City,,,Xochimilco,,America/Mexico_City,DF
3514502,en,NA,North America,MX,Mexico,SLP,San Luis Potosí,,,Xilitla,,America/Mexico_City,SL
3514510,en,NA,North America,MX,Mexico,PUE,Puebla,,,Xicotepec de Juarez,,America/Mexico_City,PU
3514518,en,NA,North America,MX,Mexico,VER,Veracruz,,,Xico,,America/Mexico_City,VE
3514519,en,NA,North America,MX,Mexico,MEX,México,,,Xico,,America/Mexico_City,EM
3514660,en,NA,North America,MX,Mexico,VER,Veracruz,,,Camaron de Tejeda,,America/Mexico_City,VE
3514663,en,NA,North America,MX,Mexico,CMX,Mexico City,,,Alvaro Obregon,,America/Mexico_City,DF
3514669,en,NA,North America,MX,Mexico,CMX,Mexico City,,,Villahermosa,,America/Mexico_City,DF
3514670,en,NA,North America,MX,Mexico,TAB,Tabasco,,,Villahermosa,,America/Mexico_City,TB
3514674,en,NA,North America,MX,Mexico,CMX,Mexico City,,,Gustavo Adolfo Madero,,America/Mexico_City,DF
3514675,en,NA,North America,MX,Mexico,MEX,México,,,Villa Guerrero,,America/Mexico_City,EM
3514677,en,NA,North America,MX,Mexico,CHP,Chiapas,,,Villaflores,,America/Mexico_City,CS
3514680,en,NA,North America,MX,Mexico,MEX,México,,,Villa del Carbon,,America/Mexico_City,EM
3514683,en,NA,North America,MX,Mexico,MEX,México,,,Villa Cuauhtemoc,,America/Mexico_City,EM
3514684,en,NA,North America,MX,Mexico,CHP,Chiapas,,,Villa Corzo,,America/Mexico_City,CS
3514780,en,NA,North America,MX,Mexico,VER,Veracruz,,,,,America/Mexico_City,VE
3514783,en,NA,North America,MX,Mexico,VER,Veracruz,,,Veracruz,,America/Mexico_City,VE
3514843,en,NA,North America,MX,Mexico,VER,Veracruz,,,Vega de Alatorre,,America/Mexico_City,VE
3514868,en,NA,North America,MX,Mexico,TAM,Tamaulipas,,,Valle Hermoso,,America/Monterrey,TM
3514876,en,NA,North America,MX,Mexico,YUC,Yucatán,,,Valladolid,,America/Merida,YU
3514906,en,NA,North America,MX,Mexico,VER,Veracruz,,,Ursulo Galvan,,America/Mexico_City,VE
3514916,en,NA,North America,MX,Mexico,OAX,Oaxaca,,,Union Hidalgo,,America/Mexico_City,OA
3514925,en,NA,North America,MX,Mexico,CMX,Mexico City,,,Unidad del Seguro Social en Santa Fe,,America/Mexico_City,DF
3514963,en,NA,North America,MX,Mexico,TLA,Tlaxcala,,,Tzompantepec,,America/Mexico_City,TL
3514994,en,NA,North America,MX,Mexico,CHP,Chiapas,,,Tuzantan,,America/Mexico_City,CS
3514997,en,NA,North America,MX,Mexico,PUE,Puebla,,,Tuzamapan,,America/Mexico_City,PU
3515001,en,NA,North America,MX,Mexico,CHP,Chiapas,,,Tuxtla Gutiérrez,,America/Mexico_City,CS
3515002,en,NA,North America,MX,Mexico,CHP,Chiapas,,,Tuxtla Chico,,America/Mexico_City,CS
3515011,en,NA,North America,MX,Mexico,VER,Veracruz,,,Tuxpam de Rodriguez Cano,,America/Mexico_City,VE
3515040,en,NA,North America,MX,Mexico,ROO,Quintana Roo,,,Tulum,,America/Cancun,QR
3515042,en,NA,North America,MX,Mexico,MEX,México,,,Tultitlan de Mariano Escobedo,,America/Mexico_City,EM
3515044,en,NA,North America,MX,Mexico,MEX,México,,,Tultepec,,America/Mexico_City,EM
3515062,en,NA,North America,MX,Mexico,HID,Hidalgo,,,Tulancingo,,America/Mexico_City,HG
3515064,en,NA,North America,MX,Mexico,HID,Hidalgo,,,Tula de Allende,,America/Mexico_City,HG
3515068,en,NA,North America,MX,Mexico,TAM,Tamaulipas,,,Ciudad Tula,,America/Monterrey,TM
3515163,en,NA,North America,MX,Mexico,MOR,Morelos,,,Santa Rosa Treinta,,America/Mexico_City,MO
3515290,en,NA,North America,MX,Mexico,VER,Veracruz,,,Tomatlan,,America/Mexico_City,VE
3515302,en,NA,North America,MX,Mexico,MEX,México,,,Toluca,,America/Mexico_City,EM
3515343,en,NA,North America,MX,Mexico,MOR,Morelos,,,Tlayacapan,,America/Mexico_City,MO
3515349,en,NA,North America,MX,Mexico,TLA,Tlaxcala,,,Tlaxco,,America/Mexico_City,TL
3515351,en,NA,North America,MX,Mexico,HID,Hidalgo,,,Tlaxcoapan,,America/Mexico_City,HG
3515358,en,NA,North America,MX,Mexico,PUE,Puebla,,,San Bernardino Tlaxcalancingo,,America/Mexico_City,PU
3515363,en,NA,North America,MX,Mexico,PUE,Puebla,,,Tlatlauquitepec,,America/Mexico_City,PU
3515373,en,NA,North America,MX,Mexico,MOR,Morelos,,,Tlaquiltenango,,America/Mexico_City,MO
3515384,en,NA,North America,MX,Mexico,GRO,Guerrero,,,Tlapa de Comonfort,,America/Mexico_City,GR
3515386,en,NA,North America,MX,Mexico,VER,Veracruz,,,Tlapacoyan,,America/Mexico_City,VE
3515387,en,NA,North America,MX,Mexico,MEX,México,,,Tlapacoya,,America/Mexico_City,EM
3515394,en,NA,North America,MX,Mexico,PUE,Puebla,,,Tlanepantla,,America/Mexico_City,PU
3515399,en,NA,North America,MX,Mexico,HID,Hidalgo,,,Tlanalapa,,America/Mexico_City,HG
3515415,en,NA,North America,MX,Mexico,MOR,Morelos,,,Tlaltizapan,,America/Mexico_City,MO
3515428,en,NA,North America,MX,Mexico,CMX,Mexico City,,,Tlalpan,,America/Mexico_City,DF
3515431,en,NA,North America,MX,Mexico,MEX,México,,,Tlalnepantla,,America/Mexico_City,EM
3515438,en,NA,North America,MX,Mexico,MEX,México,,,Tlalmanalco,,America/Mexico_City,EM
3515442,en,NA,North America,MX,Mexico,OAX,Oaxaca,,,Tlalixtac de Cabrera,,America/Mexico_City,OA
3515443,en,NA,North America,MX,Mexico,VER,Veracruz,,,Tlalixcoyan,,America/Mexico_City,VE
3515459,en,NA,North America,MX,Mexico,HID,Hidalgo,,,Tlahuelilpan,,America/Mexico_City,HG
3515463,en,NA,North America,MX,Mexico,CMX,Mexico City,,,Tlahuac,,America/Mexico_City,DF
3515479,en,NA,North America,MX,Mexico,VER,Veracruz,,,Tlacotalpan,,America/Mexico_City,VE
3515484,en,NA,North America,MX,Mexico,OAX,Oaxaca,,,Tlacolula de Matamoros,,America/Mexico_City,OA
3515490,en,NA,North America,MX,Mexico,GRO,Guerrero,,,Tlacoachistlahuaca,,America/Mexico_City,GR
3515505,en,NA,North America,MX,Mexico,HID,Hidalgo,,,Tizayuca,,America/Mexico_City,HG
3515510,en,NA,North America,MX,Mexico,GRO,Guerrero,,,Tixtla de Guerrero,,America/Mexico_City,GR
3515521,en,NA,North America,MX,Mexico,YUC,Yucatán,,,Tixkokob,,America/Merida,YU
3515603,en,NA,North America,MX,Mexico,VER,Veracruz,,,Tihuatlan,,America/Mexico_City,VE
3515663,en,NA,North America,MX,Mexico,MOR,Morelos,,,Ticuman,,America/Mexico_City,MO
3515665,en,NA,North America,MX,Mexico,YUC,Yucatán,,,Ticul,,America/Merida,YU
3515679,en,NA,North America,MX,Mexico,MEX,México,,,Santiago Tianguistenco de Galeana,,America/Mexico_City,EM
3515685,en,NA,North America,MX,Mexico,MOR,Morelos,,,Tezoyuca,,America/Mexico_City,MO
3515696,en,NA,North America,MX,Mexico,PUE,Puebla,,,Teziutlán,,America/Mexico_City,PU
3515710,en,NA,North America,MX,Mexico,VER,Veracruz,,,Texistepec,,America/Mexico_City,VE
3515715,en,NA,North America,MX,Mexico,MEX,México,,,Texcoco,,America/Mexico_City,EM
3515751,en,NA,North America,MX,Mexico,HID,Hidalgo,,,Tetepango,,America/Mexico_City,HG
3515757,en,NA,North America,MX,Mexico,PUE,Puebla,,,Teteles de Avila Castillo,,America/Mexico_City,PU
3515762,en,NA,North America,MX,Mexico,PUE,Puebla,,,Tetela de Ocampo,,America/Mexico_City,PU
3515763,en,NA,North America,MX,Mexico,MOR,Morelos,,,Tetela del Volcan,,America/Mexico_City,MO
3515794,en,NA,North America,MX,Mexico,MEX,México,,,Tequixquiac,,America/Mexico_City,EM
3515796,en,NA,North America,MX,Mexico,QUE,Querétaro,,,Tequisquiapan,,America/Mexico_City,QT
3515807,en,NA,North America,MX,Mexico,MEX,México,,,Cuautitlán Izcalli,,America/Mexico_City,EM
3515811,en,NA,North America,MX,Mexico,MOR,Morelos,,,Tepoztlan,,America/Mexico_City,MO
3515827,en,NA,North America,MX,Mexico,MEX,México,,,Tepotzotlan,,America/Mexico_City,EM
3515853,en,NA,North America,MX,Mexico,VER,Veracruz,,,Tepetzintla,,America/Mexico_City,VE
3515859,en,NA,North America,MX,Mexico,MOR,Morelos,,,Santiago Tepetlapa,,America/Mexico_City,MO
3515862,en,NA,North America,MX,Mexico,MEX,México,,,Tepetlaoxtoc de Hidalgo,,America/Mexico_City,EM
3515863,en,NA,North America,MX,Mexico,VER,Veracruz,,,Tepetlan,,America/Mexico_City,VE
3515887,en,NA,North America,MX,Mexico,HID,Hidalgo,,,Tepeji del Rio de Ocampo,,America/Mexico_City,HG
3515902,en,NA,North America,MX,Mexico,HID,Hidalgo,,,Tepeapulco,,America/Mexico_City,HG
3515904,en,NA,North America,MX,Mexico,PUE,Puebla,,,Tepeaca,,America/Mexico_City,PU
3515909,en,NA,North America,MX,Mexico,HID,Hidalgo,,,Tepatepec,,America/Mexico_City,HG
3515921,en,NA,North America,MX,Mexico,MOR,Morelos,,,Tepalcingo,,America/Mexico_City,MO
3515938,en,NA,North America,MX,Mexico,CHP,Chiapas,,,Teopisca,,America/Mexico_City,CS
3515942,en,NA,North America,MX,Mexico,MEX,México,,,Teoloyucan,,America/Mexico_City,EM
3515946,en,NA,North America,MX,Mexico,VER,Veracruz,,,Teocelo,,America/Mexico_City,VE
3515956,en,NA,North America,MX,Mexico,TAB,Tabasco,,,Tenosique,,America/Mexico_City,TB
3515991,en,NA,North America,MX,Mexico,MEX,México,,,Tenango del Aire,,America/Mexico_City,EM
3515993,en,NA,North America,MX,Mexico,MEX,México,,,Tenango de Arista,,America/Mexico_City,EM
3516006,en,NA,North America,MX,Mexico,MEX,México,,,Tenancingo de Degollado,,America/Mexico_City,EM
3516019,en,NA,North America,MX,Mexico,VER,Veracruz,,,Tempoal de Sanchez,,America/Mexico_City,VE
3516030,en,NA,North America,MX,Mexico,MEX,México,,,Temoaya,,America/Mexico_City,EM
3516035,en,NA,North America,MX,Mexico,MOR,Morelos,,,Temixco,,America/Mexico_City,MO
3516049,en,NA,North America,MX,Mexico,MEX,México,,,Temascalcingo,,America/Mexico_City,EM
3516050,en,NA,North America,MX,Mexico,MEX,México,,,Temascalapa,,America/Mexico_City,EM
3516053,en,NA,North America,MX,Mexico,VER,Veracruz,,,Temapache,,America/Mexico_City,VE
3516056,en,NA,North America,MX,Mexico,MEX,México,,,Temamatla,,America/Mexico_City,EM
3516060,en,NA,North America,MX,Mexico,GRO,Guerrero,,,Teloloapan,,America/Mexico_City,GR
3516076,en,NA,North America,MX,Mexico,YUC,Yucatán,,,Tecax,,America/Merida,YU
3516102,en,NA,North America,MX,Mexico,VER,Veracruz,,,Tehuipango,,America/Mexico_City,VE
3516109,en,NA,North America,MX,Mexico,PUE,Puebla,,,Tehuacán,,America/Mexico_City,PU
3516127,en,NA,North America,MX,Mexico,HID,Hidalgo,,,Tecozautla,,America/Mexico_City,HG
3516168,en,NA,North America,MX,Mexico,YUC,Yucatán,,,Tekoh,,America/Merida,YU
3516188,en,NA,North America,MX,Mexico,PUE,Puebla,,,Tecamachalco,,America/Mexico_City,PU
3516210,en,NA,North America,MX,Mexico,TAB,Tabasco,,,Teapa,,America/Mexico_City,TB
3516225,en,NA,North America,MX,Mexico,GRO,Guerrero,,,Taxco,,America/Mexico_City,GR
3516266,en,NA,North America,MX,Mexico,CHP,Chiapas,,,Tapachula,,America/Mexico_City,CS
3516271,en,NA,North America,MX,Mexico,VER,Veracruz,,,Tantoyuca,,America/Mexico_City,VE
3516281,en,NA,North America,MX,Mexico,SLP,San Luis Potosí,,,Tanquian de Escobedo,,America/Mexico_City,SL
3516347,en,NA,North America,MX,Mexico,SLP,San Luis Potosí,,,Tamuin,,America/Mexico_City,SL
3516350,en,NA,North America,MX,Mexico,VER,Veracruz,,,Tampico Alto,,America/Mexico_City,VE
3516355,en,NA,North America,MX,Mexico,TAM,Tamaulipas,,,Tampico,,America/Monterrey,TM
3516376,en,NA,North America,MX,Mexico,VER,Veracruz,,,Tamiahua,,America/Mexico_City,VE
3516385,en,NA,North America,MX,Mexico,SLP,San Luis Potosí,,,Tamazunchale,,America/Mexico_City,SL
3516391,en,NA,North America,MX,Mexico,TAM,Tamaulipas,,,,,America/Matamoros,TM
3516396,en,NA,North America,MX,Mexico,SLP,San Luis Potosí,,,Tamasopo,,America/Mexico_City,SL
3516458,en,NA,North America,MX,Mexico,TAB,Tabasco,,,,,America/Merida,TB
3516480,en,NA,North America,MX,Mexico,MEX,México,,,Sultepec,,America/Mexico_City,EM
3516499,en,NA,North America,MX,Mexico,CHP,Chiapas,,,Suchiapa,,America/Mexico_City,CS
3516522,en,NA,North America,MX,Mexico,TAM,Tamaulipas,,,Soto la Marina,,America/Monterrey,TM
3516563,en,NA,North America,MX,Mexico,VER,Veracruz,,,Soledad de Doblado,,America/Mexico_City,VE
3516611,en,NA,North America,MX,Mexico,VER,Veracruz,,,Soconusco,,America/Mexico_City,VE
3516614,en,NA,North America,MX,Mexico,CHP,Chiapas,,,Socoltenango,,America/Mexico_City,CS
3516642,en,NA,North America,MX,Mexico,HID,Hidalgo,,,Singuilucan,,America/Mexico_City,HG
3516654,en,NA,North America,MX,Mexico,CHP,Chiapas,,,Siltepec,,America/Mexico_City,CS
3516685,en,NA,North America,MX,Mexico,CAM,Campeche,,,Seybaplaya,,America/Merida,CM
3516723,en,NA,North America,MX,Mexico,VER,Veracruz,,,Sayula de Aleman,,America/Mexico_City,VE
3516843,en,NA,North America,MX,Mexico,OAX,Oaxaca,,,Santo Domingo Tehuantepec,,America/Mexico_City,OA
3516855,en,NA,North America,MX,Mexico,OAX,Oaxaca,,,Santo Domingo Chihuitan,,America/Mexico_City,OA
3516912,en,NA,North America,MX,Mexico,VER,Veracruz,,,Santiago Tuxtla,,America/Mexico_City,VE
3516915,en,NA,North America,MX,Mexico,HID,Hidalgo,,,Santiago Tezontlale,,America/Mexico_City,HG
3516919,en,NA,North America,MX,Mexico,TLA,Tlaxcala,,,Tetla,,America/Mexico_City,TL
3516926,en,NA,North America,MX,Mexico,OAX,Oaxaca,,,Pinotepa Nacional,,America/Mexico_City,OA
3516945,en,NA,North America,MX,Mexico,OAX,Oaxaca,,,Santiago Juxtlahuaca,,America/Mexico_City,OA
3516948,en,NA,North America,MX,Mexico,OAX,Oaxaca,,,Jamiltepec,,America/Mexico_City,OA
3516957,en,NA,North America,MX,Mexico,HID,Hidalgo,,,Santiago de Anaya,,America/Mexico_City,HG
3516982,en,NA,North America,MX,Mexico,HID,Hidalgo,,,Santiago Tulantepec,,America/Mexico_City,HG
3517095,en,NA,North America,MX,Mexico,PUE,Puebla,,,Santa Rita Tlahuapan,,America/Mexico_City,PU
3517217,en,NA,North America,MX,Mexico,MEX,México,,,Santa Maria Rayon,,America/Mexico_City,EM
3517251,en,NA,North America,MX,Mexico,OAX,Oaxaca,,,Huatulco,,America/Mexico_City,OA
3517265,en,NA,North America,MX,Mexico,PUE,Puebla,,,Coronango,,America/Mexico_City,PU
3517270,en,NA,North America,MX,Mexico,MEX,México,,,Santa Maria Chimalhuacan,,America/Mexico_City,EM
3517280,en,NA,North America,MX,Mexico,OAX,Oaxaca,,,Santa Maria Atzompa,,America/Mexico_City,OA
3517285,en,NA,North America,MX,Mexico,OAX,Oaxaca,,,Heroica Ciudad de Tlaxiaco,,America/Mexico_City,OA
3517382,en,NA,North America,MX,Mexico,OAX,Oaxaca,,,Santa Lucia del Camino,,America/Mexico_City,OA
3517517,en,NA,North America,MX,Mexico,OAX,Oaxaca,,,Santa Cruz Xoxocotlán,,America/Mexico_City,OA
3517524,en,NA,North America,MX,Mexico,MEX,México,,,Tecamac,,America/Mexico_City,EM
3517537,en,NA,North America,MX,Mexico,OAX,Oaxaca,,,Santa Cruz Huatulco,,America/Mexico_City,OA
3517538,en,NA,North America,MX,Mexico,TLA,Tlaxcala,,,Santa Cruz Tlaxcala,,America/Mexico_City,TL
3517618,en,NA,North America,MX,Mexico,PUE,Puebla,,,Santa Clara,,America/Mexico_City,PU
3517649,en,NA,North America,MX,Mexico,CMX,Mexico City,,,Santa Catarina Yecahuizotl,,America/Mexico_City,DF
3517704,en,NA,North America,MX,Mexico,QUE,Querétaro,,,Santa Barbara,,America/Mexico_City,QT
3517731,en,NA,North America,MX,Mexico,MEX,México,,,Santa Ana Nextlalpan,,America/Mexico_City,EM
3517733,en,NA,North America,MX,Mexico,MEX,México,,,Santa Ana Jilotzingo,,America/Mexico_City,EM
3517742,en,NA,North America,MX,Mexico,TLA,Tlaxcala,,,Santa Ana Chiautempan,,America/Mexico_City,TL
3517795,en,NA,North America,MX,Mexico,PUE,Puebla,,,Zinacatepec,,America/Mexico_City,PU
3517829,en,NA,North America,MX,Mexico,PUE,Puebla,,,Huixcolotla,,America/Mexico_City,PU
3517830,en,NA,North America,MX,Mexico,PUE,Puebla,,,San Salvador el Verde,,America/Mexico_City,PU
3517832,en,NA,North America,MX,Mexico,MEX,México,,,San Salvador Atenco,,America/Mexico_City,EM
3517915,en,NA,North America,MX,Mexico,VER,Veracruz,,,San Rafael,,America/Mexico_City,VE
3517970,en,NA,North America,MX,Mexico,OAX,Oaxaca,,,San Pedro Pochutla,,America/Mexico_City,OA
3517979,en,NA,North America,MX,Mexico,OAX,Oaxaca,,,San Pedro Mixtepec,,America/Mexico_City,OA
3518003,en,NA,North America,MX,Mexico,TLA,Tlaxcala,,,San Pedro Ecatepec,,America/Mexico_City,TL
3518117,en,NA,North America,MX,Mexico,OAX,Oaxaca,,,Mitla,,America/Mexico_City,OA
3518129,en,NA,North America,MX,Mexico,OAX,Oaxaca,,,San Pablo Huitzo,,America/Mexico_City,OA
3518132,en,NA,North America,MX,Mexico,OAX,Oaxaca,,,San Pablo Etla,,America/Mexico_City,OA
3518135,en,NA,North America,MX,Mexico,MEX,México,,,San Pablo de las Salinas,,America/Mexico_City,EM
3518140,en,NA,North America,MX,Mexico,TLA,Tlaxcala,,,Apetatitlan Antonio Carbajal,,America/Mexico_City,TL
3518200,en,NA,North America,MX,Mexico,QUE,Querétaro,,,San Nicolas,,America/Mexico_City,QT
3518221,en,NA,North America,MX,Mexico,MEX,México,,,Zinacantepec,,America/Mexico_City,EM
3518224,en,NA,North America,MX,Mexico,PUE,Puebla,,,San Miguel Xoxtla,,America/Mexico_City,PU
3518280,en,NA,North America,MX,Mexico,MEX,México,,,Chapultepec,,America/Mexico_City,EM
3518352,en,NA,North America,MX,Mexico,PUE,Puebla,,,San Matias Tlalancaleca,,America/Mexico_City,PU
3518377,en,NA,North America,MX,Mexico,MEX,México,,,Mexicaltzingo,,America/Mexico_City,EM
3518387,en,NA,North America,MX,Mexico,MEX,México,,,San Mateo Atenco,,America/Mexico_City,EM
3518414,en,NA,North America,MX,Mexico,MEX,México,,,San Martin de las Piramides,,America/Mexico_City,EM
3518461,en,NA,North America,MX,Mexico,GRO,Guerrero,,,San Marcos,,America/Mexico_City,GR
3518475,en,NA,North America,MX,Mexico,TLA,Tlaxcala,,,Teolocholco,,America/Mexico_City,TL
3518491,en,NA,North America,MX,Mexico,GRO,Guerrero,,,San Luis Acatlan,,America/Mexico_City,GR
3518542,en,NA,North America,MX,Mexico,PUE,Puebla,,,San Lorenzo Chiautzingo,,America/Mexico_City,PU
3518618,en,NA,North America,MX,Mexico,MEX,México,,,Teotihuacan,,America/Mexico_City,EM
3518649,en,NA,North America,MX,Mexico,TLA,Tlaxcala,,,Ixtenco,,America/Mexico_City,TL
3518679,en,NA,North America,MX,Mexico,VER,Veracruz,,,San Juan Evangelista,,America/Mexico_City,VE
3518692,en,NA,North America,MX,Mexico,QUE,Querétaro,,,San Juan del Río,,America/Mexico_City,QT
3518720,en,NA,North America,MX,Mexico,OAX,Oaxaca,,,San Juan Cacahuatepec,,America/Mexico_City,OA
3518723,en,NA,North America,MX,Mexico,OAX,Oaxaca,,,San Juan Bautista Tuxtla,,America/Mexico_City,OA
3518734,en,NA,North America,MX,Mexico,PUE,Puebla,,,San Juan Atzompa,,America/Mexico_City,PU
3519026,en,NA,North America,MX,Mexico,QUE,Querétaro,,,San Joaquin,,America/Mexico_City,QT
3519056,en,NA,North America,MX,Mexico,OAX,Oaxaca,,,San Jeronimo Tecoatl,,America/Mexico_City,OA
3519214,en,NA,North America,MX,Mexico,MEX,México,,,San Gregorio Cuautzingo,,America/Mexico_City,EM
3519227,en,NA,North America,MX,Mexico,MEX,México,,,San Gaspar Tonatico,,America/Mexico_City,EM
3519255,en,NA,North America,MX,Mexico,OAX,Oaxaca,,,San Francisco Telixtlahuaca,,America/Mexico_City,OA
3519396,en,NA,North America,MX,Mexico,CHP,Chiapas,,,San Fernando,,America/Mexico_City,CS
3519412,en,NA,North America,MX,Mexico,MEX,México,,,San Felipe del Progreso,,America/Mexico_City,EM
3519416,en,NA,North America,MX,Mexico,CMX,Mexico City,,,San Felipe de Jesus,,America/Mexico_City,DF
3519458,en,NA,North America,MX,Mexico,PUE,Puebla,,,Cuautempan,,America/Mexico_City,PU
3519477,en,NA,North America,MX,Mexico,TLA,Tlaxcala,,,Yauhquemehcan,,America/Mexico_City,TL
3519530,en,NA,North America,MX,Mexico,TLA,Tlaxcala,,,Sanctorum,,America/Mexico_City,TL
3519537,en,NA,North America,MX,Mexico,CHP,Chiapas,,,San Cristóbal de las Casas,,America/Mexico_City,CS
3519570,en,NA,North America,MX,Mexico,SLP,San Luis Potosí,,,San Ciro de Acosta,,America/Mexico_City,SL
3519833,en,NA,North America,MX,Mexico,MEX,México,,,San Antonio la Isla,,America/Mexico_City,EM
3519907,en,NA,North America,MX,Mexico,VER,Veracruz,,,San Andres Tuxtla,,America/Mexico_City,VE
3519972,en,NA,North America,MX,Mexico,HID,Hidalgo,,,San Agustin Tlaxiaca,,America/Mexico_City,HG
3520026,en,NA,North America,MX,Mexico,VER,Veracruz,,,Saltabarranca,,America/Mexico_City,VE
3520064,en,NA,North America,MX,Mexico,OAX,Oaxaca,,,Salina Cruz,,America/Mexico_City,OA
3520168,en,NA,North America,MX,Mexico,GRO,Guerrero,,,Sabana Grande,,America/Mexico_City,GR
3520214,en,NA,North America,MX,Mexico,VER,Veracruz,,,Juan Rodriguez Clara,,America/Mexico_City,VE
3520235,en,NA,North America,MX,Mexico,SLP,San Luis Potosí,,,Rioverde,,America/Mexico_City,SL
3520271,en,NA,North America,MX,Mexico,TAM,Tamaulipas,,,Ciudad Rio Bravo,,America/Monterrey,TM
3520339,en,NA,North America,MX,Mexico,TAM,Tamaulipas,,,Reynosa,,America/Matamoros,TM
3520427,en,NA,North America,MX,Mexico,SLP,San Luis Potosí,,,Rayon,,America/Mexico_City,SL
3520875,en,NA,North America,MX,Mexico,PUE,Puebla,,,Grajales,,America/Mexico_City,PU
3520877,en,NA,North America,MX,Mexico,VER,Veracruz,,,Rafael Delgado,,America/Mexico_City,VE
3520914,en,NA,North America,MX,Mexico,QUE,Querétaro,,,,,America/Mexico_City,QT
3520935,en,NA,North America,MX,Mexico,OAX,Oaxaca,,,Putla Villa de Guerrero,,America/Mexico_City,OA
3520994,en,NA,North America,MX,Mexico,OAX,Oaxaca,,,Puerto Escondido,,America/Mexico_City,OA
3521051,en,NA,North America,MX,Mexico,MOR,Morelos,,,Puente de Ixtla,,America/Mexico_City,MO
3521081,en,NA,North America,MX,Mexico,PUE,Puebla,,,Puebla City,,America/Mexico_City,PU
3521082,en,NA,North America,MX,Mexico,PUE,Puebla,,,,,America/Mexico_City,PU
3521100,en,NA,North America,MX,Mexico,CMX,Mexico City,,,Pro-Hogar,,America/Mexico_City,DF
3521103,en,NA,North America,MX,Mexico,HID,Hidalgo,,,Progreso de Alvaro Obregon,,America/Mexico_City,HG
3521108,en,NA,North America,MX,Mexico,YUC,Yucatán,,,Progreso,,America/Merida,YU
3521168,en,NA,North America,MX,Mexico,VER,Veracruz,,,Poza Rica de Hidalgo,,America/Mexico_City,VE
3521266,en,NA,North America,MX,Mexico,CMX,Mexico City,,,Portales,,America/Mexico_City,DF
3521297,en,NA,North America,MX,Mexico,MEX,México,,,Polotitlan de la Ilustracion,,America/Mexico_City,EM
3521305,en,NA,North America,MX,Mexico,CMX,Mexico City,,,Polanco,,America/Mexico_City,DF
3521342,en,NA,North America,MX,Mexico,ROO,Quintana Roo,,,Playa del Carmen,,America/Cancun,QR
3521344,en,NA,North America,MX,Mexico,VER,Veracruz,,,Platon Sanchez,,America/Mexico_City,VE
